CleaningType,Dataset,SampleID,SampleText
Triplet duplicates,EUbookshop,24,"ciallaíonn ""dearbhú foirmiúil"" dearbhú ón duine i dtrácht, a gcuirfidh aon neamhbheachtas ann an duine sin faoi dhliteanas piónos, i gcomhréir leis an dlí náisiúnta is infheidhme.
I gcomhréir le hAirteagal III-187(4) den Bhunreacht, glacfaidh an Chomhairle na rialacháin Eorpacha agus na cinntí Eorpacha lena mbunófar na bearta dá dtagraítear in Airteagal 4, Airteagal 5(4), Airteaga1 19(2), Airteagal 20, Airteagal 28(1), Airteagal 29(2), Airteagal 30(4) agus Airteagal 34(3) den Reacht seo.
(a) beidh siad díolmhaithe ó imeachtaí dlíthiúla i leith gníomhartha a rinne siad ina gcáil oifigiúil, lena náirítear a bhfocail labhartha nó scríofa, faoi réir fhorálacha an Bhunreachta a bhaineann, ar thaobh amháin, leis na rialacha i ndáil le freagracht oifigeach agus seirbhíseach eile i leith an Aontais, agus ar an taobh eile, le dlínse Chúirt Bhreithiúnais an Aontais Eorpaigh chun breith a thabhairt ar ábhair atá faoi dhíospóid idir an tAontas agus a oifigigh agus a sheirbhísigh eile.
Ach i gcás na Ríochta Aontaithe, socrófar na praghsanna sin ar leibhéal a bhéarfaidh, nuair a chuirfear rialacháin an Chomhphobail chun feidhme, go mbeidh leibhéal margadhphraghsanna ann ¡s inchomparáide leñar tuairiscíodh sa Bhallstát lena mbaineann ín imeacht tréimhse samplaithí roimh an gcóras sin a chur chun feidhme.*
Glacfaidh an Chomhairle, ag gniomhú di tri thromlach cáilithe ar thogra ón gCoimisiún, na bearta is gá chun forálacha an Phrótacail seo a chur i ngníomh ar mhodh a áiritheoidh dea-oibriú chomheagraíocht mhargadh an tsiúcra, go háirithe maidir le praghas díola an tsiúcra sin ar mhargadh na Riochta Aontaithe tráth feidhmiú na bhforálacha atá leaghta síos i mir 2."
Triplet duplicates,EUbookshop,25,"Is é ata san fhoilseachán seo an téacs de Chonradh Nice ag leasú an Chonartha ar an Aontas Eorpach, na gConarthai' ag bunú na gComhphobal Eorpach agus ¡onstraimi gaolmhara áirithe mar ata arna shíniú ¡n Nice ar an 26 Feabhra 2001 agus arna fhoilsiú in Iris Oifigiúil na gComhphobal Eorpach Uimh.
— mianreolaíocht;
Beidh feidhm araon chaoi ag Teideal I den Reacht agus ag Airteagal 64 de maidir leis na cúirteanna speisialaithe.
(a) an dréachta tharchur ar a is chuig an gComhairle, rud a chuirfidh deireadh le fionraí an nós imeachta dá dtagraítear in Airteagal III-396, nó
Ni fhéadfaidh siad bheith ag gabháil d'aon slí bheatha, sochrach ná neamhshochrach, mura dtabharfaidh an Chomhairle díolúine d'eisceacht."
Triplet duplicates,EUbookshop,26,"— 185 I: An Ionstraim i dtaobh coinníollacha aon­tachais agus oiriúnuithe na gConarthaí — Aontachas Ríocht na Spáinne agus Phoblacht na Portaingéile (IO Uimh. L 302, 15.11.1985, Ich. 23).
— ionstraimí ina bhfuil ianlanna;
Airteagal 123
Déanfaidh an Chomhairle, ag gniomhú di d'aontoil tar éis dui i gcomhairle leis an Tionól, comhaltai na Cúirte iniúchóirí a cheapadh go ceann téarma sé bliana.
An Rómáin"
Triplet duplicates,EUbookshop,27,"Chuige sin cuirfidh un Coimisiún moltaí faoi bhráid na mBallstát a bheidh i geeist.
An Ghearmáin
DEARBHÚ ÓN UACHTARÁNACHT maidir leis an tréimhse ina mbeidh ar an gComhairle gniomhú ag an gcéad léamh (Airteagal 149(2) de Chonradh CEE)
Is daoine iad a bhfuil ionad measartha maith acu sa tsochaí agus a bhfuil dálaí cobhsaí maireachtála agus fostaíocht rialta acu.
Déanfaidh an Coimisiún scrúdú tréimhsiúil ar tharaif-chuótaí a deonaíodh de bhun an Airteagail seo."
Triplet duplicates,EUbookshop,28,"RÚN REACHTAÍOCHTA Ó PHARLAIMINT NA hEORPA an 4 Bealtaine 1994 maidir leis an iarratas a rinne Ríocht na Sualainne chun bheith ina comhalta den Aontas Eorpach
Féadfaidh an Chomhairle, ag gníomhú di d'aon toil, a chinneadh nach gá folúntas den sórt sin a líonadh.
Airteagal mar ata ama chur istcach le hAirteagal H(2). CAE.
Cuireann na Ballstáit de cheangal orthú féin tacú le hiarrthói­reacht Lucsamburg mar shuíomh don Chomhchúirt Achomhairc maidir le Puitinní Comhphobuil dá bhforáilteur su Phrótacal ar shocrú dlíthíochtu muidir le sárú ugus builiocht Puitinní Comh­phobail atá i gceangal le Comhaontú muidir le puitinní Comh­phobuil un 15 Nolluig 1989.
Faigh amach faoi spreagadh na noibrithe soghluaiste."
Triplet duplicates,EUbookshop,29,"Líon daoine: 22.5 milli ú n Teanga: Rúmánais Airgead Reatha: Leu Príómhchathair: Bucaireist Bunreacht: Poblacht daonlathach
""Airteagal 32a
Ag féachaint don fhógra a thug rialtas na Ríochta Aontaithe don Chomhairle an 16 Deireadh Fómhair 1996 agus an 30 Deireadh Fómhair 1997, beidh feidhm ag Airteagail 3 go 8 agus Airteagal 10 maidir leis an Ríocht Aontaithe.
Glacfaidh si a luarascálacha a comhaltai.
Ní baill iomlána de na RAC iad na hinstitiúidí eolaíocha, chun agcuid neamhspleáchais a chaomhnú."
Triplet duplicates,EUbookshop,30,"Airteagal 61
Má aimsítear drochriarachán mar thoradh ar fhiosrúchán, déanann an tOmbudsman iarracht teacht ar réiteach a shásaíonn gach páirtí más féidir.
3191/82 ón gCoimisiún an 29 Samhain 1982 ag leagan síos rialacha mionsonraithe chun an coras treoirphraghais do tháirgí iascaigh a chur i bhfeidhm (IO Uimh. L 338, 30.11.1982, Ich.
Chomh maith leis sin, tá ról tábhachtach ag Comhdháil na nUachtarán sa chaidreamh idir Parlaimint na hEorpa agus institiúidí an Aontais, tríú tíortha agus eagraíochtaí lasmuigh den Aontas.
Cuirtear an méid seo a leanas in ionad Airteagal 257"
Triplet duplicates,EUbookshop,31,"Fearais leath-thionsclaíocha atá ceaptha chun an bealach a réiteach le haghaidh gléasraí a dhéanamh a bhaineann le ceann de na rannóga 3 go 10.
Airteagal 51
Tar éis cainteanna
flóirín na hísiltíre franc na Beilge franc Lucsamburg coróin na Danmhairge punt na hÉireann
COMHAONTAÍONN SIAD go gcuirfear an Prótacul seo i gceangul leis an gConradh ag bunú an Chomhphobail Eorpaigh."
Triplet duplicates,EUbookshop,32,"Airteagal 3
Tá mórán sléibhte agus foraoisí sa tSlóivéin ina gcónaíonn fianna, béir agus lincsí.
Rialacha forlíontacha
Tarlaíonnaleithéidnuairadhéananninstitiúidfaillí
Forálacha dá dtagraítear in Airteagal 112 den Ionstraim Aontachais"
Triplet duplicates,EUbookshop,33,"FORÁLACHA ARNA dTÓGÁIL ÓN IONSTRAIM I dTAOBH CHOINNÍOLLACHA AONTACHAIS PHOBLACHT NA hOSTAIRE, PHOBLACHT NA FIONLAINNE AGUS RÍOCHT NA SUALAINNE
Leathanach
— Conrú (déanamh agus cothabháil foirgneamh, bóithre, droichead, port, etc. ag sainghnólachtaí, agus, i gcoitinne, ar phraghsanna socraithe tar éis tairiscinte oscailte).
Féadfar na hiarmhéideanna a infheistiú ur théurmuí ur u gcomhaontóidh un Coimisiún ugus u Ballstát áirithe.
Feidhmeoidh comhaltaí an Choimisiúin na feidhmeanna a thugann an tUachtarán dóibh faoina údarás siúd."
Triplet duplicates,EUbookshop,34,"Sna cásanna dá dtagraitear sa mhir seo, féadfaidh an Chúirt Bhreithiúnais cinneadh chomh maith bac a chur ar na himeachtaí a tugadh os a comhair; má dhèanann sí amhlaídh, leanfar de na himeachtaí a tugadh os comhair na Cúirte Céadchéime.
IE
Conradh ag bunú Bunreachta don Eoraip
Beidh maoin shochorraithe le daoine dá dtagraítear sa chéad mhír agus atá i gcríoch an Stáit ina bhfuil siad a gcur fúthu saortha ó dhleachtanna báis sa Stát sin.
An tUasal Hubert VÉDRINE, Aire Gnóthaí Eachtracha;"
Triplet duplicates,EUbookshop,35,"/)) leithreasai íocaíochta atá in ionannas leis an tsuim uasta is iníoctha gach bliain i gcomhair na n-oibleagáidí ina ndeachthas faoi fhomhír a).
I gcás nach bhféadfuí glacudh leis un rialachán faoin am sin, cuirfidh un Coimisiún tograí eile (aistrithe) i láthair chun úsáid nu leithreusuí lena mbaineann a áirithiú sa bhliain airgeadais.
Cuirfear ar fáil do gach n-aon lena mbaineann sa Chomhphobal torthaí an taighde a mhaoinítear faoi na coinniollacha a fhoráiltear i bhfomhíreanna (b) agus (c).
Blátholaí (neamhtheírpéineach nó gan a bheith), táiteáin agus dilseáin, de thorthaí ciotrais
29 ar an gComhaontú leis an nGníomhaireacht Idirnáisiúnta do Fhuinneamh Adamhach*"
Triplet duplicates,EUbookshop,36,"Caipiteal 5 000 milliún euro a bheidh ag an mBanc Ceannais Eorpach.
— trealamh a oibríonn trí theicnicí eile.
Airteagal 9(2) agus (3); déantar mir 3 de mhír 4.
CONRADH NICE
Laistigh de dhá mhi ó cuireadh é sin i bhfios amhlaidh, beidh na páirtithe, na Ballstáit, an Coimisiún agus, más cui sin, an Chomhairle, i dteideal ráitis cháis nó tuairimí scríofa a chur faoi bhráid na Cúirte."
Triplet duplicates,EUbookshop,37,"Idir an dá linn, tá súil agam go dtaitneoidh an maisiú leis na custaiméirí ...Agus nach ndeachamar thar fóir...
Tiocfaidh an Conradh seo i bhfeidhm ar an gcéad lá den mhí i ndiaidh thaisceadh na hionstraime daingniúcháin ag an gceann is déanaí de Stáit a shínithe a dhéanfaidh an taisceadh sin.
A mhéid a fhreagraíonn sí d'Airteagal 14 de CECD, tá sí infheidhme i gcomhréir leis.
De bhrí go mbíonn na sonraí le deimhniú ar leibhéal náisiúnta bíonn mhoill de bhliain go leith.
Chun breithiúnas a thabhairt i leith cásanna a bheidh os comhair na Cúirte an 1 Eanáir 1973 agus ar tionscnaíodh imeachtaí ó bhéal ina leith roimh an data sin, suífidh an Chúirt i seisiún iomlánach nó suífidh na Dlísheomraí sa chomhdhéanamh a bhí orthu roimh an aontachas agus cuirfidh siad na rialacha nós imeachta céanna chun feidhme a bhí i ngníomh an 31 Nollaig 1972."
Triplet duplicates,EUbookshop,38,"Poblacht na Seice
Blonag agus saill leáite eile mhuice; suill Icáitc caiil.tílhe clóis
Má tharchuirtear cás ar ais go dtí an Chúirt Ghinearálta, beidh breith na Cúirte Breithiúnais maidir le poncanna dlí ina ceangal ar an gCúirt sin.
Iris Oifigiúil an Aontais Eorpaighhttp://eur-lex.europa.eu
I réimsí eile, glacfaidh an Chomhairle, ag gniomhú di i gcomhréir leis an nós imeachta dá dtagraitear in Airteagal 189b agus tur éis dui i gcomhuirle leis an gCoiste Eacnamaioch agus Sóisialta, cláir ghníomhaíochta ghinearálta a shocraíonn na cuspóirí tosaíochta a bheidh le baint amach."
Triplet duplicates,EUbookshop,39,"Beidh de cheangal orthu sin cloí leis le linn imeachtaí an bhuiséid. faoi réir forálacha an ceathrú agus an cúigiú fomhír den mhír seo.
Airteagal I-4
64/433/CEE maidir le fadhbanna sláintíochta sa trádáil laistigh den Chomhphobal a bhaineann le feoil úr:
Air teagal A
Airteagal 130p"
Triplet duplicates,EUbookshop,40,"Ni cead dó, le linn a théarma oifige, gabháil le haon sii bheatha eile, sochrach ná neamhshochrach.
Ceapfar áfach naoú Abhcóide Ginearálta amhail ó dháta an aontachais go dtí an 6 Deireadh Fómhair 2000.""
Mura dtugtar formheas ar an tuarascáil bhliantúil, éireoidh an Bord Stiúrthóirí as oifig.
Ní bheidh comhaltaí Pharlaimint na hEorpa inchurtha faoi aon saghas fiosrúcháin, coinneála ná imeachtaí dlíthiúla i leith tuairimí a thug siad nó vótaí a chaith siad ag comhlíonadh a ndualgas dóibh.
An Tionól"
Triplet duplicates,EUbookshop,41,"Cuirtear an méid seo a leanas in ionad Airteagal 266: ""Airteagal 266 Beidh pearsantacht dhlítheanach ag an mBanc Eorpach Infheistíochta.
(b) an ghairmoiliúint tosaigh agus leanúnach a fheabhsú chun an t–imeascadh agus an t–athimeascadh gairmiúil ar mhargadh an tsaothair a éascú;
Airteagal 13
Rannchuidíonn na páirtithe polaitiúla ar leibhéal Aontais chun toil pholaitiúil shaoránaighan Aontais a chur in iúl.
Féadfaidh an Coimisiún, tri chonradh, saothrú codanna áirithe de chlár taighde an Chomhphobail a chur de chúram ar BhaUstáit, ar dhaoine nó ar ghnóthais, nó ar thríú tíortha, ar eagraíochtaí idirnáisiúnta nó ar náisiúnaigh tríú tíortha."
Triplet duplicates,EUbookshop,42,"Foireann: 92
, an F e o nach ar fáil ar shuíomh id irlín an tr
Fág agam do CV.
Sna cásanna atá faoi rialú ag Airteagal 18 de Chonradh CEFA, is tri achomharc ama dhíriú chun an Chláraitheora a thabharfar an t-ábhar os comhair na Cúirte.
Conradh ag bunú Bunreachta don Eoraip"
Triplet duplicates,EUbookshop,43,"CONRADH NICE
I ngach cas eile, deimhneoidh an Tionól go bhfuil folúntas ann agus cuirfidh sé é sin in iúl don Bhallstát.
Ni cead dui i gcomhairle leo gan spleáchas leis an gCoiste.
393 D 0257: Cinneadh 93/257/CEE ón gCoimisiún an 15 Aibreán 1993 ag leagan síos na modhanna tagartha agus liosta na saotharlann náisiúnta tagartha chun iarmhair a bhrath (IO Uimh. L 118, 14.5.1993, Ich. 75).
D’fhéadfadh ceannairí stáit agus daoine eile mór le rá ó gach cearn den domhan freastal ar chruinnithe iomlánacha."
Triplet duplicates,EUbookshop,44,"Caibidil 2: Saorghluaiseacht daoine, seirbhísí agus caipitil Caibidil 3: Beartas iomaíochta Caibidil 4: Caidreamh eachtrach lena n­áirítear an tAontas Custaim Caibidil 5: Forálacha airgeadais agus buiséadacha
— 390 R 3570: Rialachán (CEE) Uimh.
Imleabhar II, den eagrán seo. '· Pointe (d) ama chur isteach le hAirteagal 28, IA OST/FION/SUAL sa leagan a thig ó Airteagal 19, CO OST/FION/SUAL. *· Airteagal mar atá arna leasú le hAirteagal G(80), CAE.
Dearbhú ón lorua, an Ostair, an Fhionlainn agus an tSualainn maidir le hAirteagail 3 agus 4 den Ionstraim Aontachais
Beidh un scála coigeartaithe infheidhme ón gcéad lá den bhliain ina dhiaidh sin."
Triplet duplicates,EUbookshop,45,"Cuirtear an fhleasc seo a leanas isteach in Airteagal 11(1):
Ghoill na hainghníomhartha a rinneadh in ainm na streachailte aicmí go mór air, áfach, agus dhírigh sé ina áit sin ar an daonnachas agus ar an daonlathas.Nuair a tháinig Deng Xiaoping i gcumhacht sa bhliain 1978, chabhraigh Wei Jingsheng le “Ballaan Daonlathais”a chruthú.
Caibidleoidh an Coimisiún na prótacail sin thar ceann na mBallstát ar bhonn treoracha caibidlíochta arna bhformheas ag an gComhairle, ag gníomhú di d'aontoil, agus i gcomhairle le coiste ar a mbeidh ionadaithe na mBallstát.
— 185 I: An Ionstraim i dtaobh coinníollacha aon­tachais agus oiriúnuithe na gConarthaí — Aontachas Ríocht na Spáinne agus Phoblacht na Portaingéile (IO Uimh. L 302, 15.11.1985, Ich. 23),
III b, c, d amach ó Mhurascaíll na Fionlainne (J)"
Triplet duplicates,EUbookshop,46,"Cuid III
Is féidir leis an dlí nua teacht i bhfeidhm.
Is iad GMES agus an Comhchóras um Fhaisnéis Comhshaoil (SEIS) an dá thionscnamh sin.
Glacfaidh an Coimisiún a rialacha nós imeachta chun a áirithiú go n-oibreoidh sé féin agus a ranna de réir fhorálacha na Chonartha seo.
TEIDEAL III"
Triplet duplicates,EUbookshop,47,"Féadfar na méideanna sin a fhritháireamh in aghaidh ioncam airgeadaíochta na mbanc ceannais náisiúnta.
tionscail, cursai atá fíorthábhachtach ó thaobh na tire seo agaínne.
Bíonn feidhm ag rialacha rannpháirtíochta difriúla ag brath ar an tionscnamh taighde atá i gceist.
Má thagtar ar chomhaontú, is féidir dlí a dhéanamh den dréacht.
Ag socrú praghsanna dó, cuirfidh an tArdÜdarás san áireamh an gá atá ann a áirithiú go bhfanfaidh tionscail an ghuail agus na cruach, agus tionscail a n-úsáidte, i gcumas iomaíochta, de réir na bprionsabal atá leagtha síos ín Airteagal 3(c)."
Triplet duplicates,EUbookshop,48,"Féadfar an Coiste a roinnt ina rannóga sainfheidhme.
Féadfaidh an Pharlaimint a iarraidh ar an gCoimisiún tuarascálacha a tharraingt suas i dtaobh aon fhadhbanna áirithe a bhaineann le dalai sóisialta.
Is ionann 900 000 tonna méadrach den laghdú sin ar un táírgeacht agus buanathrú. agus ís ionann an iarmhéid.
CUID A DÓ
Beidh siad díolmhaithe ó chánacha náisiúnta ar thuarastail, pá agus éadálacha a íocfaidh an tAontas."
Triplet duplicates,EUbookshop,49,"De fhreagra ar litir an 18 Aibreán 1951 uait, tugann Rialtas na Fraince dá aire nach bhfuil sé d'intinn ag Rialtas na Cónaidhme de bhíthin an Conradh ag bunú an Chomhphobal Eorpaigh do Ghual agus Cmach a shíniú aitheantas a thabhairt do stádas láithreach an tSár.
Mar riail ghinearálta, bíonn coinníoll sna rialacháin éagsúla talmhaíochta go ndéanfaidh an Chomhairle, ar thogra ón gCoimisiún, na praghsanna talmhaíochta go léir nach foláir a shocrú, faoi chomh-
Duais Sakharov na Parlaiminte um Shaoirse Smaointeoireachta
Mheas an tOmbudsman gur léir go raibh iarmhairtí diúltacha an liostaithe a luaigh an gearánach inchreidte.
II — Prótacail"
Triplet duplicates,EUbookshop,50,"374 R 1728: Rialachán Uimh.
Teagmháil le d’Fheisire
— 392 L 0//5:Treoir92/118/CEEón gComhairle an 17 Nollaig 1992 (IO Uimh. L 62, 15.3.1993, Ich. 49).
AG FÉACHAINT do Thuairim Pharlaimint na hEorpa;
Barrai, slata, uillinneacha, crathanna agus teascáin, saoirsithe, de mhaignéisiam; sreang mhaignéisiam; plátaí, I calhá i n agus stiall saoirsithe de mhaignéisiam; scragall maignéisiam; raspálacha agus bearrthaíocha atá ar cóiméid; púdar maignéisiam (seachas púdar mínroinnte) ex 77.04"
Triplet duplicates,Wikipedia,1,"2003 — Robert King Merton, socheolaí Meiriceánach
Daoine a cuireadh i Reilig Chnocán Iaróm
1993 — Julia Michaels, amhránaí agus cumadóir Meiriceánach
BBC Naidheachdan 2021-02-08: Prìomhaire ùr ann an Alba Nuadh
Ag teacht taoisigh an earraigh"
Triplet duplicates,Wikipedia,2,"Caisleáin Inis Córthaidh
1979 — Wes Brown, imreoir sacair
26 Iúil — Helen Mirren, ban-aisteoir Sasanach
Nasc seachtrach
Is fada na tíreolaithe, agus iad ag scrúdú an domhain, ag cur ceithre mhórcheist chun go bhféadfaidís cuntas a thabhairt agus anailís a dhéanamh:"
Triplet duplicates,Wikipedia,3,"1337 — Domhnall Ó Máille (II), rí Umaill
Mar sin, ainmnítear an tríchorda ar C tríchorda mór, nó mórchorda, agus an idirchéim ó C go dtí E mórtréach. Ainmnítear an tríchorda ar D mionchorda, a bhfuil idirchéim níos lú ón fhréamh go dtí an tréach aige. Ainmnítear an idirchéim sin miontréach, agus is é an corda D mion.
Is amhrán é """"For Whom the Bell Tolls"""" ón grúpa Metallica ar a n-albam Ride the Lightning ó 1984. Is tagairt do chuid den leabhar é an t-amhrán, ina bhfuil ceannaire bhanda treallchogaithe, El Sordo, timpeallaithe ag saighdiúirí náisiúnacha ar chnoc. Tagann eitleáin chun na treallchogaithe go léir a bhuamú is maraítear iad go léir.
Lá Fhéile Niocláis
9 Eanáir — Norberto Bobbio, dlí-eolaí Iodálach"
Triplet duplicates,Wikipedia,4,"Bailte i gContae Aontroma
Dún Chairin, Contae Uíbh Fhailí
Ballstáit na Náisiún Aontaithe
D'oibrigh Einstein amach teoiric na coibhneasachta agus bhí lámh aige i bhforbairt na meicnice candamaí, na meicnice staitistiúla agus na cosmeolaíochta freisin.
Féach freisin"
Triplet duplicates,Wikipedia,5,"41 –
Sliabh Mhaghair, Srónaill, Sceithín na Rince
1970 — Anita Louise, ban-aisteoir (r. 1915)
mar bhrat air làr,
Bornholm"
Triplet duplicates,Wikipedia,6,"Lá Fhéile Monica
Básanna i 1865
1965 — Ciarán Ó Canáin, polaiteoir Éireannach
2001 — Jack Lemmon, aisteoir Meiriceánach
Imbolc"
Triplet duplicates,Wikipedia,7,"Is é Alasca an stát is mó de Stáit Aontaithe Mheiriceá (S.A.M.). Tá 1,717,854 km² achar ann. Tá sé suite in iarthuaisceart mór-roinne Mheiriceá Thuaidh agus é scoite amach ó na stáit eile (is í an t-aon teorainn atá aige ná le Ceanada).
1983 — Liam Kearney, peileadóir Éireannach
1935 — Viggo Johansen, ealaíontóir Danmhargach
Gur éiríomar suas, agus dá mairfimis nó dá n-éagaimis,
1941 — Chick Corea, ceoltóir agus cumadóir snagcheoil Meiriceánach (b. 2021)"
Triplet duplicates,Wikipedia,8,"1943 — Ben Cardin, polaiteoir Meiriceánach
1996 — Laxeiro, péintéir Spáinneach
Tá fothrach Chaisleán Bhaile Hamaltúin le feiceáil os cionn an bhaile mhóir.. Seo áit a tógadh ó Uí Ruairc Bhreifne tar éis Chath Chionn tSáile sa bhliain 1601. Fuair an Ridire Frederick Hamilton an talamh ó Shéamus I, Rí Shasana agus na hAlban, sa bhliain 1621, agus chuir sé caoi ar an gcaisleán sa bhliain 1634 tar éis dó teacht ar ais ón gCogadh Tríocha Bliain. Loisc na Búrcaigh é sa bhliain 1652. Tá taispeántas buan ann agus tá turais threoraithe ar fáil.
Brian Bóramha
Ghabh na Rómhánaigh smacht ar dheisceart na Breataine Bige chomh fada le Caerfyrddin (Maridunum). Tá fianaise ann go ndeachaigh siad ní b'fhaide chomh maith agus gur bhain siad Éire amach. Bhí siad gníomhach i dtuaisceart na tíre freisin. De réir finscéil Bhreatnaigh, phós Macsen Wledig nó Magnus Maximus, fear d'impirí deireanacha na Róimhe, Helen, iníon thaoisigh Bhreatnaigh Segontium (Caernarfon inniu)."
Triplet duplicates,Wikipedia,9,"Tarluithe eile
Protastúnaigh Éireannacha
7 Iúil — Joseph Marie Jacquard, ceapadóir Francach
Is maith biseach a sheisrí
1940 — Barbara Boxer, polaiteoir Meiriceánach"
Triplet duplicates,Wikipedia,10,"1807 - Chuir Comhdháil na Stát Aontaithe deireadh le trádáil sclábhaithe ón Afraic.
1986 — Wallis Simpson, bean chéile Rí Edward VIII na Ríochta Aontaithe (r.~1895)
1907 — Fay Wray, ban-aisteoir (b. 2004)
2011 — Steve Jobs, chomh-bhunaitheoir agus príomhoifigeach feidhmiúcháin Apple (r. 1955)
System Software 1"
Triplet duplicates,Wikipedia,11,"1978 — Pápa Pól VI, 80, pápa ar an Eaglais Chaitliceach idir 1963 agus 1978 (r. 1897)
2010 — Jyoti Basu, polaiteoir Indiach
B'é an réalteolaí Clyde Tombaugh, agus é ag obair i Réadlann Lowell in Arizona, a chuir an chéad sonrú i bPlútón ar an 18 Feabhra 1930. Lean sé ar aghaidh ag cur grianghrafanna den spéir i gcomparáid le chéile.. Nuair a bhí tuilleadh grianghrafanna tógtha le Tombaugh an bhfiannachtain a dheimhniú, cuireadh an nuacht ar an teileagraf chuig Réadlann Choláiste Harvard ar an 13 Márta. Ina dhiaidh sin féin, haithníodh an pláinéad ar sheanghrianghrafanna ón 19 Márta 1915. Fuarthas amach go raibh sé ag dul ar aghaidh 39.48 aonad réalteolaíoch, nó 14.283 stuashoicind in aghaidh an lae.
Sa bhliain 1640, fuair na Portaingéalaigh dealú ón Spáinn arís, agus ocht mbliana ina dhiaidh sin, d'fhorghabh siad Luanda, an cuan trádála san Afraic trína bhfaigheadh Pernambuco an chuid ba mhó de na daoir. Bhí trádáil na ndaor faoi smacht na bPortaingéalach anois, agus ó bhí coilíneacht Pernambuco ag brath ar na daoir Afracacha leis an gcána siúcra a shaothrú, fuair na hOllannaigh ansin iad féin i gcruachás eacnamaíochta. Ní raibh suim ag lucht rialtais na hÍsiltíre i gcoilíneacht nach raibh airgead ag teacht aisti a thuilleadh, agus sa bhliain 1662, dhíol siad iarsmaí na coilíneachta leis an bPortaingéil. Na hOllannaigh a bhí ina gcónaí ansin, bhog siad go dtí coilíneachtaí eile na hÍsiltíre.
Sgurra Bhreac"
Triplet duplicates,Wikipedia,12,"31 Eanáir — Fionán Mac Cártha, file Éireannach
1927 — Enrique Simonet, péintéir Spáinneach (r. 1866)
Teangacha oifigiúla an Aontais Eorpaigh
An Chéad Craoladh
16 R166 – Baile an Ghearlánaigh, Baile an Tallúnaigh"
Triplet duplicates,Wikipedia,13,"Tugtar Gaeltachtaí Neamhoifigiúla ar cheantair nach cuid den Ghaeltacht go hoifigiúil iad, cé go bhfuil an teanga á labhairt iontu go forleathan. Tá brú ar an rialtas stádas oifigiúil a thabhairt dóibh.
Cáelbad ARÉ 356-357; FFÉ 343-344
Comhdháil na Stát Aontaithe
1856 — Sigmund Freud, síciatraí (b.1939)
1920 — Kenneth Iverson, ríomheolaí Ceanadach (b.2004)"
Triplet duplicates,Wikipedia,14,"Cáisc na nGiúdach
1982 — Murchadh MacPhàrlain, scríbhneoir Briotanach (r. 1901)
Deireadh Fómhair:   Féile Bia Farraige Cathair na Mart.
Arma
Lettrines II, 1974"
Triplet duplicates,Wikipedia,15,"η Sge: tá an réalta seo ina bhall de réaltbhraisle ghluaisteacha Hyades. Tá sí ar aicme speictreach K2 III agus ar méid 5.1.
Québec, Lá na mBratach
Daoine beo
|align=left bgcolor=#E3E3E3 style=""""margin-left:2px""""|an tSeapáin
Astralaíocht - """"Lá cuspa"""" idir an Gabhar agus Aquarius"
Triplet duplicates,Wikipedia,16,"< Araibis ? (anwar al-farkadayn) = an Ceann Geal den Dá Ghamhain [ainm a tugadh ar dtús ar Kochab]
Creideamh
Choinadaigh (Kennedy's Wood) a thugtaí ar an áit, ainm atá le fáil ar mhapaí ó 1724 - 1829. 'Coineadach' a bhí ag Seán Ó Donnabháin air in Ordnance Survey Name Books na bliana 1838. Sa bhliain 1802 thug James McPartlan (Statistical Survey lch.159) 'Cahal' ar an sráidbhaile agus dúirt go mbíodh aonaigh ar siúl ann: """"Aonach Chathail"""" a thugadh muintir an cheantair air. Ba é Major Denis Bingham a bhaist an t-ainm 'Bangor' nó """"Beannchar"""" ar an mbaile.
1963 — John Friel, polaiteoir Éireannach
1852 — Labhrás Mag Fhionnail, polaiteoir agus scríbhneoir Éireannach"
Triplet duplicates,Wikipedia,17,"Paddywhackery, Sraith TG4 (2007)
Daoine a rugadh i 1936
Iar-Phríomh-Aire na hIodáile, fear gnó agus pobalóir ba ea Silvio Berlusconi  (a rugadh 29 Meán Fómhair 1936 agus a d'éag 12 Meitheamh 2023).
(AD 8) Metamorphoses ('Claochluithe'), 15 leabhar. Téamaí miotais, a scríobhadh i heicsiméadair, faoi dhaoine daonna ar a chuirtear athruithe crutha. Mar shampla, tá: Meidiúsa, Oirféas agus Eoiridicé, agus Peirséas agus Atlás.
Háítí"
Triplet duplicates,Wikipedia,18,"11 Deireadh Fómhair — Hans Kelsen, dlíodóir Ostarach
1946 — Georges Jean Franz Köhler, imdhíoneolaí Gearmánach (b. 1995)
Is í Maidrid príomhchathair na tíre. Tá sí lonnaithe i gceartlár na leithinse.
D’fhág an chomhairle seo a rian ar chúrsaí riaracháin míle bliain tar éis bhás an naoimh. Sa bhliain 1296, nuair a cuireadh an dlí ar mhainistir Valle Sant'Anastasio, dúradh gur dhiúltaigh siad dleachtanna a íoc toisc go ndearna a naomh ‘saor’ iad, de réir an mhana seo: Nemini teneri (Bí neamhspleách ar chách). Sa bhliain 1300, nuair a rinneadh socrú idir easpag Montefeltro agus roinnt ‘caisleán’ eile a raibh San Mairíne ar cheann acu, admhaíodh go raibh sé de cheart ag San Mairíne de réir ordú an naoimh gan dleachtanna a íoc. (Thángthas ar an gcáipéis úd i mainistir de chuid na Mion-Bhráithre ag Sant’Igne in aice le San Leo.)
Féach fosta"
